20대품목,중분류,세부분류,MTI4,MTI6,HSK10,HS6,HS4,SITC,HSK 품목명,명칭 근거,source_page,리서치대분류,리서치중분류,리서치소분류,리서치세분류,대표품목명,대표품목ID,드릴다운명,드릴다운ID,분류상태,분류메모
농수산식품,MTI4 0132,이미테이션 라드 / 쇼트닝 / 탈수피마자유 외 3개,0132,013290,1518002000,151800,1518,4311,에폭시화(epoxidised)한 대두유,HSK 품목명 기반 대표요약,16,농수산식품,가공식품,유지,에폭시화(epoxidised)한 대두유,식용유지,AGRIFOOD_식용유지,에폭시화(epoxidised)한 대두유,AGRIFOOD_1518002000,업계기준 검토,동식물성 유지.
농수산식품,MTI4 0132,이미테이션 라드 / 쇼트닝 / 탈수피마자유 외 3개,0132,013290,1518009010,151800,1518,4311,사료용,HSK 품목명 기반 대표요약,16,농수산식품,가공식품,유지,사료용,식용유지,AGRIFOOD_식용유지,사료용,AGRIFOOD_1518009010,업계기준 검토,동식물성 유지.
농수산식품,MTI4 0132,이미테이션 라드 / 쇼트닝 / 탈수피마자유 외 3개,0132,013290,1518009090,151800,1518,4311,기타,HSK 품목명 기반 대표요약,16,농수산식품,가공식품,유지,기타,식용유지,AGRIFOOD_식용유지,기타,AGRIFOOD_1518009090,업계기준 검토,동식물성 유지.
농수산식품,MTI4 0133,팜왁스 외 1개,0133,013300,1521102000,152110,1521,43141,팜왁스,HSK 품목명 기반 대표요약,16,농수산식품,가공식품,유지,팜왁스,식용유지,AGRIFOOD_식용유지,팜왁스,AGRIFOOD_1521102000,업계기준 검토,동식물성 유지.
농수산식품,MTI4 0133,팜왁스 외 1개,0133,013300,1521109000,152110,1521,43141,기타,HSK 품목명 기반 대표요약,16,농수산식품,가공식품,유지,기타,식용유지,AGRIFOOD_식용유지,기타,AGRIFOOD_1521109000,업계기준 검토,동식물성 유지.
농수산식품,MTI4 0133,팜왁스 외 1개,0133,013300,1521909000,152190,1521,43142,기타,HSK 품목명 기반 대표요약,16,농수산식품,가공식품,유지,기타,식용유지,AGRIFOOD_식용유지,기타,AGRIFOOD_1521909000,업계기준 검토,동식물성 유지.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1301902090,130190,1301,29229,기타,HSK 품목명 기반 대표요약,14,농수산식품,농산물,식물성 원료,기타,식물성 추출·원료,AGRIFOOD_식물성_추출_원료,기타,AGRIFOOD_1301902090,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1302110000,130211,1302,29294,아편,HSK 품목명 기반 대표요약,14,농수산식품,농산물,식물성 원료,아편,식물성 추출·원료,AGRIFOOD_식물성_추출_원료,아편,AGRIFOOD_1302110000,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1302140000,130214,1302,29294,마황(麻黃)으로 만든 것,HSK 품목명 기반 대표요약,14,농수산식품,농산물,식물성 원료,마황(麻黃)으로 만든 것,식물성 추출·원료,AGRIFOOD_식물성_추출_원료,마황(麻黃)으로 만든 것,AGRIFOOD_1302140000,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1302192000,130219,1302,29294,캐슈너트 쉘액(cashew nut shell liquid),HSK 품목명 기반 대표요약,15,농수산식품,농산물,식물성 원료,캐슈너트 쉘액(cashew nut shell liquid),식물성 추출·원료,AGRIFOOD_식물성_추출_원료,캐슈너트 쉘액(cashew nut shell liquid),AGRIFOOD_1302192000,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1302199020,130219,1302,29294,콜라 추출물(extract),HSK 품목명 기반 대표요약,15,농수산식품,농산물,식물성 원료,콜라 추출물(extract),식물성 추출·원료,AGRIFOOD_식물성_추출_원료,콜라 추출물(extract),AGRIFOOD_1302199020,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1302199091,130219,1302,29294,바닐라 올레오레진이나 바닐라 추출물(extract),HSK 품목명 기반 대표요약,15,농수산식품,농산물,식물성 원료,바닐라 올레오레진이나 바닐라 추출물(extract),식물성 추출·원료,AGRIFOOD_식물성_추출_원료,바닐라 올레오레진이나 바닐라 추출물(extract),AGRIFOOD_1302199091,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1302199099,130219,1302,29294,기타,HSK 품목명 기반 대표요약,15,농수산식품,농산물,식물성 원료,기타,식물성 추출·원료,AGRIFOOD_식물성_추출_원료,기타,AGRIFOOD_1302199099,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1302200000,130220,1302,29295,펙틴질ㆍ펙티닝산염(pectinate)과 펙틴산염(pectate),HSK 품목명 기반 대표요약,15,농수산식품,농산물,식물성 원료,펙틴질ㆍ펙티닝산염(pectinate)과 펙틴산염(pectate),식물성 추출·원료,AGRIFOOD_식물성_추출_원료,펙틴질ㆍ펙티닝산염(pectinate)과 펙틴산염(pectate),AGRIFOOD_1302200000,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1302320000,130232,1302,29296,로커스트콩(locust bean)ㆍ로커스트콩(locust bean)의 씨나 구아(guar)의 씨로부터 얻은 점질물과 시커너(thickener)(변성 가공했는지에 상관없다),HSK 품목명 기반 대표요약,15,농수산식품,농산물,식물성 원료,로커스트콩(locust bean)ㆍ로커스트콩(locust bean)의 씨나 구아(guar)의 씨로부터 얻은 점질물과 시커너(thickener)(변성 가공했는지에 상관없다),식물성 추출·원료,AGRIFOOD_식물성_추출_원료,로커스트콩(locust bean)ㆍ로커스트콩(locust bean)의 씨나 구아(guar)의 씨로부터 얻은 점질물과 시커너(thickener)(변성 가공했는지에 상관없다),AGRIFOOD_1302320000,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,1302390000,130239,1302,29296,기타,HSK 품목명 기반 대표요약,15,농수산식품,농산물,식물성 원료,기타,식물성 추출·원료,AGRIFOOD_식물성_추출_원료,기타,AGRIFOOD_1302390000,업계기준 검토,식물성 수액·추출물·기타 식물성 원료.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,3301904100,330190,3301,55135,아편에서 추출한 것,HSK 품목명 기반 대표요약,39,농수산식품,농림수산 연관제품,기타,아편에서 추출한 것,기타 농림수산 연관제품,AGRIFOOD_기타_농림수산_연관제품,아편에서 추출한 것,AGRIFOOD_3301904100,업계기준 검토,농림수산 원료·추출물·보조재 등 원본 범위상 포함되는 연관제품.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,3301904200,330190,3301,55135,감초에서 추출한 것,HSK 품목명 기반 대표요약,39,농수산식품,농림수산 연관제품,기타,감초에서 추출한 것,기타 농림수산 연관제품,AGRIFOOD_기타_농림수산_연관제품,감초에서 추출한 것,AGRIFOOD_3301904200,업계기준 검토,농림수산 원료·추출물·보조재 등 원본 범위상 포함되는 연관제품.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,3301904300,330190,3301,55135,홉(hop)에서 추출한 것,HSK 품목명 기반 대표요약,39,농수산식품,농림수산 연관제품,기타,홉(hop)에서 추출한 것,기타 농림수산 연관제품,AGRIFOOD_기타_농림수산_연관제품,홉(hop)에서 추출한 것,AGRIFOOD_3301904300,업계기준 검토,농림수산 원료·추출물·보조재 등 원본 범위상 포함되는 연관제품.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,3301904400,330190,3301,55135,제충국(除蟲菊)에서 추출한 것이나 로테논(rotenone)을 함유하는 식물 뿌리에서 추출한 것,HSK 품목명 기반 대표요약,39,농수산식품,농림수산 연관제품,기타,제충국(除蟲菊)에서 추출한 것이나 로테논(rotenone)을 함유하는 식물 뿌리에서 추출한 것,기타 농림수산 연관제품,AGRIFOOD_기타_농림수산_연관제품,제충국(除蟲菊)에서 추출한 것이나 로테논(rotenone)을 함유하는 식물 뿌리에서 추출한 것,AGRIFOOD_3301904400,업계기준 검토,농림수산 원료·추출물·보조재 등 원본 범위상 포함되는 연관제품.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,3301904600,330190,3301,55135,캐슈너트 쉘액(cashew nut shell liquid)에서 추출한 것,HSK 품목명 기반 대표요약,39,농수산식품,농림수산 연관제품,기타,캐슈너트 쉘액(cashew nut shell liquid)에서 추출한 것,기타 농림수산 연관제품,AGRIFOOD_기타_농림수산_연관제품,캐슈너트 쉘액(cashew nut shell liquid)에서 추출한 것,AGRIFOOD_3301904600,업계기준 검토,농림수산 원료·추출물·보조재 등 원본 범위상 포함되는 연관제품.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,3301904700,330190,3301,55135,생칠(生漆)에서 추출한 것,HSK 품목명 기반 대표요약,39,농수산식품,농림수산 연관제품,기타,생칠(生漆)에서 추출한 것,기타 농림수산 연관제품,AGRIFOOD_기타_농림수산_연관제품,생칠(生漆)에서 추출한 것,AGRIFOOD_3301904700,업계기준 검토,농림수산 원료·추출물·보조재 등 원본 범위상 포함되는 연관제품.
농수산식품,MTI4 0134,아편 / 마황(麻黃)으로 만든 것 / 캐슈너트 쉘액(cashew nut shell liquid) 외 11개,0134,013400,3301904800,330190,3301,55135,기타,HSK 품목명 기반 대표요약,39,농수산식품,농림수산 연관제품,기타,기타,기타 농림수산 연관제품,AGRIFOOD_기타_농림수산_연관제품,기타,AGRIFOOD_3301904800,업계기준 검토,농림수산 원료·추출물·보조재 등 원본 범위상 포함되는 연관제품.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,1802001000,180200,1802,0725,코코아의 껍데기와 껍질,HSK 품목명 기반 대표요약,17,농수산식품,가공식품,코코아·초콜릿,코코아의 껍데기와 껍질,코코아·초콜릿,AGRIFOOD_코코아_초콜릿,코코아의 껍데기와 껍질,AGRIFOOD_1802001000,업계기준 검토,코코아·초콜릿.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,1802009000,180200,1802,0725,기타,HSK 품목명 기반 대표요약,17,농수산식품,가공식품,코코아·초콜릿,기타,코코아·초콜릿,AGRIFOOD_코코아_초콜릿,기타,AGRIFOOD_1802009000,업계기준 검토,코코아·초콜릿.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2302100000,230210,2302,08124,옥수수에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,옥수수에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,옥수수에서 나온 것,AGRIFOOD_2302100000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2302300000,230230,2302,08126,밀에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,밀에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,밀에서 나온 것,AGRIFOOD_2302300000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2302401000,230240,2302,08129,쌀에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,쌀에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,쌀에서 나온 것,AGRIFOOD_2302401000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2302409000,230240,2302,08129,기타,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,기타,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,기타,AGRIFOOD_2302409000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2302500000,230250,2302,08123,채두류(菜豆類)에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,채두류(菜豆類)에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,채두류(菜豆類)에서 나온 것,AGRIFOOD_2302500000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2303100000,230310,2303,08151,전분박과 이와 유사한 박(residue)류,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,전분박과 이와 유사한 박(residue)류,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,전분박과 이와 유사한 박(residue)류,AGRIFOOD_2303100000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2303200000,230320,2303,08152,"비트펄프(beet-pulp), 버개스(bagasse)와 그 밖의 설탕을 제조할 때 생기는 웨이스트(waste)",HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,"비트펄프(beet-pulp), 버개스(bagasse)와 그 밖의 설탕을 제조할 때 생기는 웨이스트(waste)",사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,"비트펄프(beet-pulp), 버개스(bagasse)와 그 밖의 설탕을 제조할 때 생기는 웨이스트(waste)",AGRIFOOD_2303200000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2303301000,230330,2303,08153,사료용,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,사료용,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,사료용,AGRIFOOD_2303301000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2303309000,230330,2303,08153,기타,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,기타,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,기타,AGRIFOOD_2303309000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2304000000,230400,2304,08131,대두유를 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다],HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,대두유를 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다],사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,대두유를 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다],AGRIFOOD_2304000000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2305000000,230500,2305,08132,땅콩기름을 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다],HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,땅콩기름을 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다],사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,땅콩기름을 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다],AGRIFOOD_2305000000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306100000,230610,2306,08133,목화씨에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,목화씨에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,목화씨에서 나온 것,AGRIFOOD_2306100000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306200000,230620,2306,08134,아마씨에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,아마씨에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,아마씨에서 나온 것,AGRIFOOD_2306200000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306300000,230630,2306,08135,해바라기씨에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,해바라기씨에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,해바라기씨에서 나온 것,AGRIFOOD_2306300000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306410000,230641,2306,08136,"저에루크산(low erucic acid) 유채(rape, colza)씨에서 나온 것",HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,"저에루크산(low erucic acid) 유채(rape, colza)씨에서 나온 것",사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,"저에루크산(low erucic acid) 유채(rape, colza)씨에서 나온 것",AGRIFOOD_2306410000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306490000,230649,2306,08136,기타,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,기타,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,기타,AGRIFOOD_2306490000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306500000,230650,2306,08137,야자나 코프라(copra)에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,야자나 코프라(copra)에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,야자나 코프라(copra)에서 나온 것,AGRIFOOD_2306500000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306600000,230660,2306,08138,팜 너트(palm nut)나 핵(核)에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,팜 너트(palm nut)나 핵(核)에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,팜 너트(palm nut)나 핵(核)에서 나온 것,AGRIFOOD_2306600000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306901000,230690,2306,08139,참깨에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,참깨에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,참깨에서 나온 것,AGRIFOOD_2306901000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306902000,230690,2306,08139,들깨에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,들깨에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,들깨에서 나온 것,AGRIFOOD_2306902000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306903000,230690,2306,08139,옥수수 씨눈에서 나온 것,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,옥수수 씨눈에서 나온 것,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,옥수수 씨눈에서 나온 것,AGRIFOOD_2306903000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2306909000,230690,2306,08139,기타,HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,기타,사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,기타,AGRIFOOD_2306909000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0135,코코아의 껍데기와 껍질 / 옥수수에서 나온 것 / 밀에서 나온 것 외 18개,0135,013500,2307000000,230700,2307,08194,와인리스(wine lees)와 생주석(argol),HSK 품목명 기반 대표요약,21,농수산식품,사료,사료·부산물,와인리스(wine lees)와 생주석(argol),사료·농식품 부산물,AGRIFOOD_사료_농식품_부산물,와인리스(wine lees)와 생주석(argol),AGRIFOOD_2307000000,업계기준 검토,사료 및 식품산업 부산물.
농수산식품,MTI4 0136,"메슬린(meslin) / 사료용 / 곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다] 외 17개",0136,013600,1001991010,100199,1001,0412,메슬린(meslin),HSK 품목명 기반 대표요약,12,농수산식품,농산물,곡물,메슬린(meslin),곡물,AGRIFOOD_곡물,메슬린(meslin),AGRIFOOD_1001991010,업계기준 검토,곡물.
농수산식품,MTI4 0136,"메슬린(meslin) / 사료용 / 곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다] 외 17개",0136,013600,1001991090,100199,1001,0412,기타,HSK 품목명 기반 대표요약,12,농수산식품,농산물,곡물,기타,곡물,AGRIFOOD_곡물,기타,AGRIFOOD_1001991090,업계기준 검토,곡물.
농수산식품,MTI4 0136,"메슬린(meslin) / 사료용 / 곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다] 외 17개",0136,013600,1005901000,100590,1005,0449,사료용,HSK 품목명 기반 대표요약,12,농수산식품,농산물,곡물,사료용,곡물,AGRIFOOD_곡물,사료용,AGRIFOOD_1005901000,업계기준 검토,곡물.
농수산식품,MTI4 0136,"메슬린(meslin) / 사료용 / 곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다] 외 17개",0136,013600,1213000000,121300,1213,08111,"곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다]",HSK 품목명 기반 대표요약,14,농수산식품,농산물,종자·약용작물,"곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다]",종자·약용작물,AGRIFOOD_종자_약용작물,"곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다]",AGRIFOOD_1213000000,업계기준 검토,유지종자·약용식물 등.
농수산식품,MTI4 0136,"메슬린(meslin) / 사료용 / 곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다] 외 17개",0136,013600,1214101000,121410,1214,08112,사료용,HSK 품목명 기반 대표요약,14,농수산식품,농산물,종자·약용작물,사료용,종자·약용작물,AGRIFOOD_종자_약용작물,사료용,AGRIFOOD_1214101000,업계기준 검토,유지종자·약용식물 등.
농수산식품,MTI4 0136,"메슬린(meslin) / 사료용 / 곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다] 외 17개",0136,013600,1214109000,121410,1214,08112,기타,HSK 품목명 기반 대표요약,14,농수산식품,농산물,종자·약용작물,기타,종자·약용작물,AGRIFOOD_종자_약용작물,기타,AGRIFOOD_1214109000,업계기준 검토,유지종자·약용식물 등.
농수산식품,MTI4 0136,"메슬린(meslin) / 사료용 / 곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다] 외 17개",0136,013600,1214901000,121490,1214,08113,사료용 뿌리채소류,HSK 품목명 기반 대표요약,14,농수산식품,농산물,종자·약용작물,사료용 뿌리채소류,종자·약용작물,AGRIFOOD_종자_약용작물,사료용 뿌리채소류,AGRIFOOD_1214901000,업계기준 검토,유지종자·약용식물 등.
농수산식품,MTI4 0136,"메슬린(meslin) / 사료용 / 곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다] 외 17개",0136,013600,1214909011,121490,1214,08113,사료용,HSK 품목명 기반 대표요약,14,농수산식품,농산물,종자·약용작물,사료용,종자·약용작물,AGRIFOOD_종자_약용작물,사료용,AGRIFOOD_1214909011,업계기준 검토,유지종자·약용식물 등.
농수산식품,MTI4 0136,"메슬린(meslin) / 사료용 / 곡물의 짚과 껍질[조제하지 않은 것으로 한정하며, 절단하거나 잘게 부수거나 압착한 것인지 또는 펠릿(pellet) 모양인지에 상관없다] 외 17개",0136,013600,1214909019,121490,1214,08113,기타,HSK 품목명 기반 대표요약,14,농수산식품,농산물,종자·약용작물,기타,종자·약용작물,AGRIFOOD_종자_약용작물,기타,AGRIFOOD_1214909019,업계기준 검토,유지종자·약용식물 등.
